date,prob_up,profit_always,profit_beta_070
2025-04-17,0.5631546,-283.389181426521,0.0
2025-04-21,0.56366843,-188.31629037157072,0.0
2025-04-22,0.5609453,11.135857461024301,0.0
2025-04-23,0.55626035,-173.1725985457333,0.0
2025-04-24,0.5523225,200.00000000000017,0.0
2025-04-25,0.54318655,200.00000000000017,0.0
2025-04-28,0.54250884,-87.51937277782784,0.0
2025-04-29,0.5287536,200.00000000000017,0.0
2025-04-30,0.5183476,200.00000000000017,0.0
2025-05-01,0.5194447,-129.99646268128774,0.0
2025-05-02,0.5194447,28.025923979679845,0.0
2025-05-05,0.5194447,80.59516429014258,0.0
2025-05-06,0.5194447,200.00000000000017,0.0
2025-05-07,0.5194447,200.00000000000017,0.0
2025-05-08,0.5194447,-74.4186046511619,0.0
2025-05-09,0.5194447,-59.65061780996872,0.0
2025-05-12,0.5194447,84.4469951627458,0.0
2025-05-13,0.5194447,200.00000000000017,0.0
2025-05-14,0.5194447,160.66066066066088,0.0
2025-05-15,0.5194447,40.21148261225793,0.0
2025-05-16,0.5194447,-60.1967405667303,0.0
2025-05-19,0.5194447,200.00000000000017,0.0
2025-05-20,0.5194447,6.701913768709655,0.0
2025-05-21,0.5194447,200.00000000000017,0.0
2025-05-22,0.5194447,45.375482114500265,0.0
2025-05-23,0.5194447,200.00000000000017,0.0
2025-05-27,0.5194447,100.63361908311475,0.0
2025-05-28,0.5194447,-89.68609865470879,0.0
2025-05-29,0.5194447,-215.11423550087838,0.0
2025-05-30,0.41782764,100.00000000000009,0.0
2025-06-02,0.6175796,139.493689571184,0.0
2025-06-03,0.59808314,200.00000000000017,0.0
2025-06-04,0.5874047,-18.988677122161455,0.0
2025-06-05,0.53743666,-153.33755363297286,0.0
2025-06-06,0.45628637,55.434706336396914,0.0
2025-06-09,0.5249871,-39.10887631817906,0.0
2025-06-10,0.44415104,-89.00413483776015,0.0
2025-06-11,0.55405045,-123.08968950971556,0.0
2025-06-12,0.6981956,200.00000000000017,0.0
2025-06-13,0.57503873,-35.7944974733293,0.0
2025-06-16,0.53081936,93.4775026159751,0.0
2025-06-17,0.35492125,25.607308464253855,0.0
2025-06-18,0.47619635,-102.07624470522924,0.0
2025-06-20,0.47273707,100.00000000000009,0.0
2025-06-23,0.5614776,117.19298245614019,0.0
2025-06-24,0.6872715,160.75845012366142,0.0
2025-06-25,0.6757299,200.00000000000017,0.0
2025-06-26,0.58314824,-61.54635209642101,0.0
2025-06-27,0.4752417,-109.58728531145879,0.0
2025-06-30,0.4971048,100.00000000000009,0.0
2025-07-01,0.4211008,100.0000000000012,0.0
2025-07-02,0.34689635,-279.12145378480966,0.0
2025-07-03,0.60758317,61.24897392182804,0.0
2025-07-07,0.659986,2.528445006322322,0.0
2025-07-08,0.7839258,42.051088934913494,42.051088934913494
2025-07-09,0.5621084,102.96489269321363,0.0
2025-07-10,0.5617294,-13.38851022395282,0.0
2025-07-11,0.56167567,200.00000000000017,0.0
2025-07-14,0.5615238,-78.61159823426279,0.0
2025-07-15,0.5522258,-28.623167241077496,0.0
2025-07-16,0.5486626,18.122296270315363,0.0
2025-07-17,0.5481412,56.97011975351663,0.0
2025-07-18,0.5431922,-70.83621285418063,0.0
2025-07-21,0.5406565,-79.30535455861087,0.0
2025-07-22,0.53387856,-251.54663242675346,0.0
2025-07-23,0.5299245,73.73326254940027,0.0
2025-07-24,0.52576834,75.3885409417765,0.0
2025-07-25,0.5231805,-6.3360405506607265,0.0
2025-07-28,0.52093685,156.87851971037725,0.0
2025-07-29,0.501569,-137.67138682850177,0.0
2025-07-30,0.49030638,-156.36507846580994,0.0
2025-07-31,0.5073021,-275.0136686714055,0.0
2025-08-01,0.5194447,-21.253374691252436,0.0
2025-08-04,0.5194447,200.00000000000017,0.0
2025-08-05,0.5194447,-75.71539917603954,0.0
2025-08-06,0.5194447,200.00000000000017,0.0
2025-08-07,0.5194447,-44.06014209395681,0.0
2025-08-08,0.5194447,63.343431561551085,0.0
2025-08-11,0.5194447,0.5492996429556918,0.0
2025-08-12,0.5194447,10.931351114997767,0.0
2025-08-13,0.5194447,-56.401270397546945,0.0
2025-08-14,0.5194447,126.28650904033422,0.0
2025-08-15,0.5194447,-78.6232680888499,0.0
2025-08-18,0.5194447,78.07308970099625,0.0
2025-08-19,0.5194447,-372.1975552266632,0.0
2025-08-20,0.5194447,13.130102186449388,0.0
2025-08-21,0.5194447,7.434944237918462,0.0
2025-08-22,0.5194447,200.00000000000017,0.0
2025-08-25,0.5194447,81.86150827025563,0.0
2025-08-26,0.5194447,94.96834388537101,0.0
2025-08-27,0.5194447,-20.881415540169314,0.0
2025-08-28,0.5194447,200.00000000000017,0.0
2025-08-29,0.5194447,-220.6501600134747,0.0
2025-09-02,0.5194447,45.8823529411756,0.0
2025-09-03,0.30606642,100.00000000000009,0.0
2025-09-04,0.2896049,-63.90338277540097,-63.90338277540097
2025-09-05,0.3415627,99.99999999999898,0.0
2025-09-08,0.40608686,-45.35959415099988,0.0
2025-09-09,0.4165975,100.00000000000009,0.0
2025-09-10,0.34074333,-39.06250000000222,0.0
2025-09-11,0.37157825,99.99999999999898,0.0
2025-09-12,0.3451034,-2.812623052257379,0.0
2025-09-15,0.31777704,-118.40382535435845,0.0
2025-09-16,0.66332287,-119.77401129943499,0.0
2025-09-17,0.6390737,-136.12140871177013,0.0
2025-09-18,0.5805378,129.8999885044272,0.0
2025-09-19,0.46624064,-51.203277009728154,0.0
2025-09-22,0.4439166,-474.0444951511691,0.0
2025-09-23,0.39675727,100.00000000000009,0.0
2025-09-24,0.5509845,-155.75457529064974,0.0
2025-09-25,0.55902827,200.00000000000017,0.0
2025-09-26,0.60340893,1.1225234326772693,0.0
2025-09-29,0.5764397,78.70088122817754,0.0
2025-09-30,0.43244493,-247.1441124780327,0.0
2025-10-01,0.5327078,107.96804145972727,0.0
2025-10-02,0.58244157,-37.447257383966814,0.0
2025-10-03,0.545249,-82.98535863417666,0.0
2025-10-06,0.57408464,2.1563342318065004,0.0
2025-10-07,0.7055354,-63.89947913869931,-63.89947913869931
2025-10-08,0.69046056,136.14193064265478,0.0
2025-10-09,0.5551464,17.68714560682616,0.0
2025-10-10,0.5551831,-534.8560797891578,0.0
2025-10-13,0.555208,18.61999255200253,0.0
2025-10-14,0.55487853,-256.5351518103598,0.0
2025-10-15,0.554366,-268.9393939393936,0.0
2025-10-16,0.5013814,-23.047796740381933,0.0
2025-10-17,0.6511033,200.00000000000017,0.0
2025-10-20,0.6088865,-26.756948615738185,0.0
2025-10-21,0.39478058,100.00000000000009,0.0
2025-10-22,0.3236463,100.00000000000009,0.0
2025-10-23,0.3353097,-96.44163618224289,0.0
2025-10-24,0.6168766,131.63620539599518,0.0
2025-10-27,0.43244123,-78.95152376440784,0.0
2025-10-28,0.57083654,200.00000000000017,0.0
2025-10-29,0.5887096,200.00000000000017,0.0
2025-10-30,0.5851795,-110.16329514989098,0.0
2025-10-31,0.6201676,-191.81399854686254,0.0
2025-11-03,0.5721228,-57.67012687427964,0.0
2025-11-04,0.52021766,-212.31527093596102,0.0
2025-11-05,0.52156883,200.00000000000017,0.0
2025-11-06,0.50517356,-424.6003461969239,0.0
2025-11-07,0.4756164,99.99999999999898,0.0
2025-11-10,0.3328574,-201.9373686638315,0.0
2025-11-11,0.44449955,100.0000000000012,0.0
2025-11-12,0.457993,100.00000000000009,0.0
2025-11-13,0.40818986,100.0000000000012,0.0
2025-11-14,0.55780804,200.00000000000017,0.0
2025-11-17,0.49846712,-33.87643168252907,0.0
2025-11-18,0.35467413,100.00000000000009,0.0
2025-11-19,0.38180026,100.00000000000009,0.0
2025-11-20,0.3336517,100.00000000000009,0.0
2025-11-21,0.34591907,100.00000000000009,0.0
2025-11-24,0.36925566,100.0000000000012,0.0
2025-11-25,0.5079674,166.37127665656504,0.0
2025-11-26,0.52938104,-75.42806805043267,0.0
2025-11-28,0.6133989,-112.28422993128872,0.0
2025-12-01,0.5768991,200.00000000000017,0.0
2025-12-02,0.4748082,16.505281690140094,0.0
2025-12-03,0.5310157,-82.28407333775168,0.0
2025-12-04,0.58010256,96.90562713357443,0.0
2025-12-05,0.6061675,-80.48289738430525,0.0
2025-12-08,0.6336747,200.00000000000017,0.0
2025-12-09,0.5855526,-31.79564561327841,0.0
2025-12-10,0.51298857,-64.33475698761958,0.0
2025-12-11,0.56773084,36.05502551586426,0.0
2025-12-12,0.4681425,100.00000000000009,0.0
2025-12-15,0.49658594,100.00000000000009,0.0
2025-12-16,0.4589109,-82.83217973448443,0.0
2025-12-17,0.43974727,100.00000000000009,0.0
2025-12-18,0.56242037,-22.34572852804706,0.0
2025-12-19,0.5218043,200.00000000000017,0.0
2025-12-22,0.55076337,-12.505437146584919,0.0
2025-12-23,0.6356277,200.00000000000017,0.0
2025-12-24,0.6154907,35.64967542832864,0.0
2025-12-26,0.6094736,32.118786857624485,0.0
2025-12-29,0.5285617,27.169570081508887,0.0
2025-12-30,0.38091442,37.18657033574213,0.0
2025-12-31,0.34309822,100.00000000000009,0.0
2026-01-02,0.34741786,52.14917825537291,0.0
2026-01-05,0.56581604,-189.82060909470079,0.0
2026-01-06,0.7123577,-172.16040310728542,-172.16040310728542
2026-01-07,0.7565419,28.636580580156945,28.636580580156945
2026-01-08,0.7671027,-215.21865580878986,-215.21865580878986
2026-01-09,0.55282027,-11.886751674951013,0.0
2026-01-12,0.5528018,200.00000000000017,0.0
2026-01-13,0.5520759,43.783783783784,0.0
2026-01-14,0.5520155,-64.0190972222221,0.0
2026-01-15,0.5516101,29.490616621985488,0.0
2026-01-16,0.5516497,-150.72984979902836,0.0
2026-01-20,0.55039287,-210.55525013743858,0.0
2026-01-21,0.5403143,200.00000000000017,0.0
2026-01-22,0.5395058,4.871447902570214,0.0
2026-01-23,0.53772295,9.066666666666112,0.0
2026-01-26,0.5362726,-36.86685189142946,0.0
2026-01-27,0.53400135,68.36146122623398,0.0
2026-01-28,0.52770513,13.07052857217439,0.0
2026-01-29,0.5254282,61.147695202257154,0.0
2026-01-30,0.5120641,-4.183881596151462,0.0
2026-02-02,0.51588017,-84.93589743589602,0.0
2026-02-03,0.5194447,-316.7955326460481,0.0
2026-02-04,0.5194447,-293.65875403989827,0.0
2026-02-05,0.5194447,-174.35545646830252,0.0
2026-02-06,0.5194447,200.00000000000017,0.0
2026-02-09,0.5194447,200.00000000000017,0.0
2026-02-10,0.5194447,-148.3958616365344,0.0
2026-02-11,0.5194447,-124.70771628994459,0.0
2026-02-12,0.5194447,-315.4950007770818,0.0
2026-02-13,0.5194447,-249.09323661190476,0.0
2026-02-17,0.5194447,200.00000000000017,0.0
2026-02-18,0.5194447,-40.79470198675605,0.0
2026-02-19,0.5194447,44.90537795359906,0.0
2026-02-20,0.5194447,200.00000000000017,0.0
2026-02-23,0.5194447,7.836990595611049,0.0
2026-02-24,0.5194447,71.02198548226912,0.0
2026-02-25,0.5194447,57.08408331190684,0.0
2026-02-26,0.5194447,-482.8331703299549,0.0
2026-02-27,0.5194447,-223.99999999999974,0.0
2026-03-02,0.5194447,200.00000000000017,0.0
2026-03-03,0.5194447,87.39985433357633,0.0
2026-03-04,0.5194447,200.00000000000017,0.0
2026-03-05,0.5194447,119.77700502290745,0.0
2026-03-06,0.5194447,-112.32206405694001,0.0
2026-03-09,0.5194447,200.00000000000017,0.0
2026-03-10,0.5194447,200.00000000000017,0.0
2026-03-11,0.5194447,6.454736162659902,0.0
2026-03-12,0.5194447,-49.443086117904045,0.0
2026-03-13,0.5194447,-252.54163962794672,0.0
2026-03-16,0.5194447,200.00000000000017,0.0
2026-03-17,0.5194447,-169.13433481033135,0.0
2026-03-18,0.5333775,-113.98509425690429,0.0
2026-03-19,0.6587234,30.897140610077756,0.0
2026-03-20,0.62977177,-297.75280898876485,0.0
2026-03-23,0.6693498,-91.3911768024378,0.0
2026-03-24,0.44052374,-21.16341588972004,0.0
2026-03-25,0.50645864,200.00000000000017,0.0
2026-03-26,0.4787548,100.0000000000012,0.0
2026-03-27,0.57097757,-145.8823529411757,0.0
2026-03-30,0.52552587,-213.88790141012026,0.0
2026-03-31,0.63594246,200.00000000000017,0.0
2026-04-01,0.59837574,-14.204545454545858,0.0
2026-04-02,0.5749678,200.00000000000017,0.0
2026-04-06,0.5741501,27.094152178821496,0.0
2026-04-07,0.5455682,134.86598759460566,0.0
2026-04-08,0.5709246,-131.1653116531164,0.0
2026-04-09,0.5709246,113.83633963924389,0.0
2026-04-10,0.5709246,200.00000000000017,0.0
2026-04-13,0.5709246,176.31564801376066,0.0
2026-04-14,0.5709246,200.00000000000017,0.0
2026-04-15,0.5705601,118.55093110817228,0.0
2026-04-16,0.56779426,46.598794509444815,0.0
2026-04-17,0.56622064,89.04452226113024,0.0
2026-04-20,0.5651767,104.0104010401044,0.0
2026-04-21,0.5506714,-111.31450056894087,0.0
2026-04-22,0.54881406,75.12811582665702,0.0
2026-04-23,0.5475966,-139.28677269584244,0.0
2026-04-24,0.55224067,200.00000000000017,0.0
2026-04-27,0.5523585,200.00000000000017,0.0
2026-04-28,0.54183596,200.00000000000017,0.0
2026-04-29,0.52984196,-162.20028208744685,0.0
2026-04-30,0.52572167,-493.4978326108708,0.0
2026-05-01,0.5194447,-140.6001589825123,0.0
2026-05-04,0.5194447,-51.12781954887291,0.0
2026-05-05,0.5194447,-140.49172102358344,0.0
2026-05-06,0.5194447,200.00000000000017,0.0
2026-05-07,0.5194447,200.00000000000017,0.0
2026-05-08,0.5194447,200.00000000000017,0.0
2026-05-11,0.5194447,200.00000000000017,0.0
2026-05-12,0.5194447,200.00000000000017,0.0
2026-05-13,0.5194447,40.01244831725481,0.0
2026-05-14,0.5194447,200.00000000000017,0.0
2026-05-15,0.5194447,-193.24512534818928,0.0
2026-05-18,0.5194447,-328.44651324661857,0.0
2026-05-19,0.5194447,200.00000000000017,0.0
2026-05-20,0.5194447,12.99399587776584,0.0
2026-05-21,0.5194447,200.00000000000017,0.0
2026-05-22,0.5194447,-252.15029425079138,0.0
2026-05-26,0.5194447,-77.58381823219639,0.0
2026-05-27,0.68577665,-70.9882308985621,0.0
2026-05-28,0.69753927,200.00000000000017,0.0
2026-05-29,0.72765607,-160.3131699133198,-160.3131699133198
2026-06-01,0.694909,200.00000000000017,0.0
2026-06-02,0.64202654,200.00000000000017,0.0
2026-06-03,0.5950774,-314.3604546274581,0.0
2026-06-04,0.64089996,200.00000000000017,0.0
2026-06-05,0.67329884,-439.56556192607076,0.0
2026-06-08,0.5282496,-73.27053002188721,0.0
2026-06-09,0.49534804,100.00000000000009,0.0
2026-06-10,0.4484269,100.00000000000009,0.0
2026-06-11,0.48125497,-167.75026055883657,0.0
2026-06-12,0.59872687,16.108561944740973,0.0
2026-06-15,0.6161336,168.96419682175033,0.0
2026-06-16,0.6534847,-178.520693247467,0.0
2026-06-17,0.6313118,-186.06435524864517,0.0
2026-06-18,0.61503184,162.06048328751166,0.0
